image,160_x,160_y,160_z,160_r1,160_r2,160_r3,160_bb_x1,160_bb_y1,160_bb_x2,160_bb_y2,160_bb_x3,160_bb_y3,160_bb_x4,160_bb_y4,160_error,144_x,144_y,144_z,144_r1,144_r2,144_r3,144_bb_x1,144_bb_y1,144_bb_x2,144_bb_y2,144_bb_x3,144_bb_y3,144_bb_x4,144_bb_y4,144_error
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1275.png,-4.74056,-1.39169,3.09822,1.07016,1.29472,-1.10668,220.097,458.108,174.7,449.748,192.606,384.862,231.658,400.396,0.191912,3.26193,-10.752,6.25406,-0.436864,2.53885,-1.54669,620.467,202.721,593.745,195.687,598.564,177.125,626.176,185.469,0.0884431
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1276.png,-4.79633,-1.39404,3.12325,1.07605,1.28727,-1.09629,219.208,458.331,174.554,450.335,192.106,386.154,230.734,401.264,0.179913,3.20226,-10.7436,6.23896,-0.457426,2.54,-1.5641,618.835,202.07,592.143,195.454,596.894,176.511,624.861,185.117,0.169641
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1277.png,-4.86592,-1.39378,3.15626,1.07853,1.28823,-1.10096,218.354,458.876,174.285,451.214,191.505,387.558,229.683,402.471,0.188144,3.13152,-10.745,6.23438,0.399413,-3.09726,-0.0994026,617.046,201.747,590.216,194.802,594.686,176.065,622.921,184.339,0.107868
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1278.png,-4.93026,-1.37272,3.18313,1.08239,1.28595,-1.09759,217.308,460.751,174.017,453.201,190.279,390.291,228.13,404.568,0.185078,2.98936,-10.6373,6.15107,-0.389997,2.54931,-1.5672,614.054,200.709,587.023,194.026,591.479,175.332,619.947,183.287,0.0842901
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1279.png,-4.98319,-1.40198,3.21119,1.07898,1.28579,-1.08973,216.908,459.379,174.097,451.912,190.481,389.626,227.824,403.889,0.156476,3.01156,-10.6953,6.19003,0.38562,-3.09774,-0.120065,614.486,200.923,587.108,194.087,591.482,175.333,619.814,183.25,0.0883927
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1280.png,-5.04059,-1.40609,3.23859,1.08676,1.2783,-1.08907,216.129,459.623,173.999,452.256,190.023,390.676,227.052,404.653,0.166349,2.93629,-10.627,6.14019,-0.415906,2.54375,-1.58261,612.907,200.474,585.419,193.644,589.773,174.845,618.538,182.871,0.119129
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1281.png,-5.09289,-1.41444,3.26293,1.08921,1.27709,-1.08338,215.669,459.548,174.013,452.2,189.855,391.323,226.194,404.973,0.14634,2.87708,-10.5502,6.09176,-0.386689,2.52617,-1.59782,611.682,199.96,584.27,193.508,588.578,174.617,617.475,182.454,0.125696
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1282.png,-5.1588,-1.37312,3.28698,1.10004,1.26593,-1.08038,214.418,462.232,173.296,455.491,188.378,394.925,224.609,408.301,0.141307,2.7476,-10.642,6.12523,0.328781,-3.11374,-0.118754,607.52,198.882,579.987,192.561,583.75,173.579,613.066,181.088,0.136908
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1283.png,-5.22018,-1.37151,3.31505,1.09867,1.2695,-1.08099,213.765,462.71,173.21,456.273,187.796,396.286,223.647,409.268,0.153853,2.65614,-10.5561,6.06309,-0.365412,2.53668,-1.60924,605.68,198.227,577.982,192.346,581.574,173.213,611.173,180.439,0.147149
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1284.png,-5.29813,-1.33245,3.34781,1.10522,1.26637,-1.08142,212.745,465.537,172.494,459.303,186.574,400.006,222.049,412.427,0.145861,2.50429,-10.5535,6.04248,-0.368609,2.5307,-1.63728,601.633,197.077,573.46,191.359,577.231,172.339,606.49,179.113,0.165036
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1285.png,-5.37351,-1.29344,3.37931,1.11387,1.25895,-1.08884,211.731,468.082,172.075,462.465,185.274,403.758,220.534,415.492,0.150343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1286.png,-5.44012,-1.29261,3.41117,1.11632,1.25848,-1.08381,211.012,468.612,171.807,463.081,184.858,404.953,219.666,416.536,0.154975,2.28281,-10.5416,6.00939,-0.327643,2.56267,-1.60283,595.533,195.543,567.176,190.243,570.197,171.018,599.995,177.379,0.141547
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1287.png,-5.49723,-1.26639,3.43443,1.12654,1.24959,-1.08348,210.155,470.261,171.542,465.125,183.962,407.455,218.517,418.484,0.144972,2.16569,-10.5188,5.98464,-0.309269,2.55371,-1.63636,592.179,194.635,563.826,189.634,566.554,170.434,596.911,176.593,0.102998
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1288.png,-5.57666,-1.23652,3.46967,1.12896,1.2479,-1.09067,209.274,472.476,171.22,467.513,182.934,410.402,217.315,420.94,0.144825,2.03294,-10.5017,5.96363,0.245411,-3.11539,-0.171553,588.477,193.79,559.982,189.13,562.61,169.981,593.013,175.477,0.130556
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1289.png,-5.60706,-1.2825,3.48718,1.12872,1.24182,-1.07917,209.078,470.04,171.448,464.885,183.59,408.53,217.43,419.162,0.124843,2.05047,-10.4142,5.91516,-0.27566,2.55699,-1.63538,589.613,193.979,560.973,189.38,563.578,170.099,594.177,175.855,0.104337
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1290.png,-5.67851,-1.34552,3.53064,1.11778,1.25115,-1.07296,208.989,467.339,171.775,461.915,184.317,406.201,217.719,417.097,0.138185,2.09866,-10.4137,5.9216,-0.267288,2.55364,-1.62992,590.979,194.458,562.147,189.53,565.242,170.294,595.588,176.213,0.118967
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1291.png,-5.7242,-1.34879,3.55114,1.12295,1.24693,-1.06799,208.474,467.361,171.715,462.167,184.05,406.766,217.071,417.494,0.129067,2.04075,-10.388,5.90181,-0.264923,2.56087,-1.6357,589.593,194.058,560.619,189.377,563.429,169.91,594.156,175.939,0.128821
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1292.png,-5.7957,-1.36462,3.58779,1.12046,1.24939,-1.06938,208.007,467.027,171.738,461.782,183.903,407.053,216.618,417.666,0.154175,1.99367,-10.3448,5.8736,-0.284204,2.56044,-1.6445,588.439,193.943,559.22,189.171,562.323,169.736,592.969,175.654,0.113772
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1293.png,-5.84428,-1.35995,3.60925,1.12412,1.24406,-1.06248,207.445,467.549,171.584,462.389,183.501,408.147,215.899,418.468,0.145776,1.92666,-10.3369,5.86667,0.225792,-3.11934,-0.197774,586.566,193.459,557.312,188.76,559.993,169.419,590.837,175.149,0.0934297
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1294.png,-5.88949,-1.43992,3.63943,1.11532,1.25223,-1.052,207.524,463.676,172.247,458.33,184.515,404.802,216.494,415.324,0.105209,1.99845,-10.3021,5.85289,-0.295404,2.54575,-1.65301,588.832,194.151,559.972,189.262,562.264,169.725,593.393,175.736,0.147348
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1295.png,-5.93404,-1.43534,3.65791,1.12189,1.24242,-1.04901,206.968,464.142,172.051,458.776,184.205,405.775,215.754,416.149,0.145467,1.9346,-10.3054,5.84939,-0.267633,2.55865,-1.65239,586.992,193.741,557.518,188.777,560.426,169.5,591.403,175.254,0.137261
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1296.png,-6.0117,-1.47896,3.70277,1.1163,1.24849,-1.04852,206.882,462.674,172.234,457.277,184.481,404.791,215.807,415.098,0.12888,1.92166,-10.2165,5.79931,-0.291191,2.55497,-1.65699,587.342,193.8,557.595,188.923,560.424,169.499,591.377,175.249,0.138675
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1297.png,-6.05395,-1.53519,3.72864,1.11038,1.25074,-1.03654,206.83,460.319,172.688,454.487,185.098,402.678,216.019,413.027,0.100884,1.93596,-10.1009,5.73764,-0.268416,2.5252,-1.68724,588.396,194.114,558.891,188.988,561.508,169.62,592.974,175.634,0.154989
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1298.png,-6.07818,-1.57866,3.74235,1.11549,1.24223,-1.0236,206.722,458.018,172.93,452.329,185.719,400.792,216.177,411.423,0.131031,1.96735,-10.1472,5.76589,-0.273624,2.5369,-1.66652,589.049,194.194,559.4,189.345,562.394,169.729,593.691,175.836,0.123977
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1299.png,-6.14097,-1.62663,3.77889,1.11036,1.24973,-1.02134,206.623,456.303,173.349,450.365,186.06,399.459,216.246,410.017,0.12798,1.95183,-9.99572,5.68297,-0.272042,2.52069,-1.68243,589.5,194.428,559.884,189.362,562.466,169.742,594.159,175.928,0.120193
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1300.png,-6.1644,-1.70874,3.79925,1.10385,1.24663,-1.00862,206.925,452.526,174.01,446.194,187.271,395.891,217.072,406.681,0.11845,2.03797,-10.0187,5.70919,0.265959,-3.10737,-0.244635,592.013,194.976,562.317,189.705,565.342,170.274,596.955,176.559,0.126154
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1301.png,-6.24369,-1.76799,3.84703,1.09468,1.25867,-1.00266,206.987,450.4,174.429,444.132,187.907,394.189,217.183,405.193,0.102289,2.07449,-10.0861,5.74772,-0.303333,2.5249,-1.66892,592.697,195.438,562.927,189.696,566.014,170.364,597.761,176.816,0.107976
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1302.png,-6.25684,-1.87275,3.86602,1.0778,1.26721,-0.985471,207.403,445.607,175.428,438.874,189.507,389.862,218.585,400.796,0.0904534,2.16321,-9.9425,5.67979,-0.284216,2.517,-1.6725,596.512,196.263,566.382,190.492,569.703,171.176,601.466,177.656,0.157079
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1303.png,-6.35266,-1.83043,3.90676,1.08737,1.26047,-0.996329,206.311,448.588,174.668,441.924,188.228,393.353,217.045,403.874,0.0918035,2.01776,-9.94084,5.66314,-0.292617,2.51876,-1.68927,591.991,195.246,561.964,189.694,565.11,170.229,597.113,176.59,0.140957
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1304.png,-6.38305,-1.86601,3.92439,1.08763,1.25847,-0.982677,206.3,446.913,174.884,440.464,188.666,392.401,217.101,402.86,0.0955357,2.01898,-9.92892,5.65703,-0.293049,2.51646,-1.68611,592.36,195.26,561.948,189.791,565.101,170.285,596.989,176.572,0.145588
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1305.png,-6.46466,-1.81355,3.95589,1.09755,1.25128,-0.990102,205.277,450.023,174.194,443.927,187.224,395.836,215.499,406.135,0.0972407,1.86232,-9.8808,5.61546,-0.271353,2.52179,-1.70024,587.725,194.129,557.194,189.18,560.17,169.452,592.036,175.372,0.138398
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1306.png,-6.51294,-1.85999,3.98481,1.09817,1.24941,-0.979997,205.368,448.29,174.594,442.21,187.559,394.603,215.642,404.667,0.12153,1.87226,-9.89267,5.62374,-0.27213,2.52192,-1.69704,587.974,194.411,557.459,189.169,560.426,169.5,592.76,175.598,0.117601
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1307.png,-6.58253,-1.86154,4.01833,1.09529,1.25699,-0.989022,204.948,448.823,174.523,442.665,187.117,395.66,214.973,405.518,0.092957,1.8107,-9.89732,5.62281,0.258463,-3.10031,-0.249816,586.153,193.947,555.338,188.741,558.211,169.251,590.569,175.022,0.107362
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1308.png,-6.63014,-1.84739,4.03715,1.09945,1.24678,-0.977481,204.281,449.891,174.144,443.791,186.728,397.025,214.234,406.899,0.100025,1.71797,-9.82682,5.57206,-0.252266,2.51259,-1.71561,583.62,193.522,552.976,188.506,555.436,168.798,588.05,174.537,0.116875
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1309.png,-6.67884,-1.88721,4.06469,1.09993,1.24642,-0.977279,204.23,448.295,174.467,442.309,187.001,396.043,214.283,405.703,0.0923584,1.71026,-9.77402,5.54676,0.249897,-3.10112,-0.278374,583.768,193.547,552.976,188.506,555.436,168.8,588.019,174.467,0.109536
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1310.png,-6.7361,-1.88506,4.09219,1.10205,1.24458,-0.979738,203.834,448.759,174.152,442.908,186.75,397.025,213.661,406.611,0.0959451,1.64683,-9.76305,5.52938,-0.218012,2.51214,-1.72358,581.681,193.015,550.888,188.383,553.259,168.553,586.083,174.004,0.173552
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1311.png,-6.79322,-1.88335,4.11816,1.10444,1.24213,-0.977622,203.404,449.33,174.075,443.431,186.369,397.913,213.119,407.47,0.105222,1.58185,-9.76389,5.52728,-0.209844,2.53399,-1.70015,579.732,192.706,548.744,188.032,551.022,168.358,584.007,173.521,0.173041
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1312.png,-6.88794,-1.79506,4.15345,1.11725,1.23533,-0.992569,202.122,453.952,172.968,448.491,184.539,403.207,211.226,412.075,0.0884806,1.38921,-9.78826,5.52518,-0.195111,2.54944,-1.70421,573.624,191.479,542.253,187.374,544.365,167.586,577.239,172.25,0.139118
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1313.png,-6.95046,-1.80861,4.18513,1.11571,1.23997,-0.988301,201.896,453.802,173.001,448.478,184.362,403.426,210.733,412.27,0.0850126,1.34377,-9.77149,5.51103,-0.196641,2.54974,-1.71111,572.366,191.107,540.959,187.382,542.399,167.428,575.95,172.014,0.142428
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1314.png,-6.98537,-1.75139,4.19146,1.12815,1.2254,-0.987973,201.12,456.398,172.552,451.293,183.305,406.526,209.552,415.042,0.0832257,1.21224,-9.77483,5.50614,0.182769,-3.11703,-0.294383,567.959,190.393,536.526,186.861,538.153,167.189,571.35,171.12,0.116331
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1315.png,-7.0962,-1.71388,4.24305,1.13102,1.22476,-0.992778,200.252,458.788,171.995,454.167,182.283,409.632,208.514,417.766,0.0907622,1.07761,-9.74305,5.47635,-0.168131,2.54756,-1.73147,563.74,189.679,532.237,186.596,533.362,166.638,567.071,170.502,0.163881
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1316.png,-7.145,-1.70859,4.26438,1.13571,1.2157,-0.994459,200.058,459.377,171.932,454.52,182.063,410.53,207.769,418.538,0.0590873,1.01153,-9.74069,5.47277,-0.154671,2.55117,-1.7455,561.585,189.444,529.826,186.47,531.324,166.539,564.721,170.133,0.137575
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1317.png,-7.23751,-1.66076,4.30556,1.1385,1.21559,-1.00135,199.166,461.932,171.395,457.539,180.962,413.829,206.769,421.452,0.0715827,0.871483,-9.70659,5.4438,-0.131135,2.54341,-1.7585,557.119,188.674,525.684,186.468,526.166,166.433,560.036,169.342,0.135498
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1318.png,-7.31145,-1.60736,4.33476,1.1455,1.21561,-1.00458,198.397,464.598,170.945,460.436,180.048,416.854,205.663,424.42,0.0980119,0.736926,-9.71268,5.44087,-0.120255,2.55082,-1.76824,552.758,188.116,521,186.183,521,166.471,555.15,168.633,0.136356
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1319.png,-7.38767,-1.61442,4.37344,1.15123,1.20736,-1.00455,198.173,464.74,170.89,460.61,179.828,417.501,205.233,424.79,0.0907552,0.674858,-9.66312,5.40995,-0.0873969,2.55549,-1.76731,550.765,188.058,519,185.921,519,166.411,553.181,168.387,0.146367
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1320.png,-7.39677,-1.60865,4.37343,1.15045,1.21021,-1.00044,197.669,464.708,170.702,460.757,179.739,418.041,204.855,425.259,0.0713794,0.616039,-9.65567,5.4061,-0.0767581,2.5641,-1.7544,548.902,187.931,517,185.808,517,166.115,550.979,168.195,0.136966
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1321.png,-7.48787,-1.55832,4.41255,1.15347,1.2049,-0.995081,197.231,467.435,170.348,463.593,178.835,421.143,203.688,428.058,0.0726505,0.481508,-9.71346,5.43315,-0.0971912,2.57673,-1.75883,544.558,187.222,512,185.742,512,165.668,546.385,167.938,0.137199
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1322.png,-7.60291,-1.49832,4.46574,1.15727,1.20569,-1.00609,196.323,470.594,169.778,467.32,177.777,424.842,202.649,431.504,0.0778432,0.327427,-9.65477,5.3946,-0.0534299,2.56864,-1.78453,539.257,186.948,507,185.647,507,165.688,541.037,167.223,0.12462
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1323.png,-7.66354,-1.43206,4.48787,1.16871,1.19265,-1.01732,195.706,473.478,169.364,470.371,176.972,428.283,201.593,434.524,0.0598105,0.183646,-9.7025,5.41924,-0.035171,2.58082,-1.77513,534.636,186.212,502,185.896,502,165.65,535.819,166.95,0.154741
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1324.png,-7.71754,-1.44489,4.51501,1.16694,1.19371,-1.01463,195.471,473.115,169.399,469.933,176.814,428.411,201.348,434.385,0.0900093,0.135886,-9.63544,5.38168,-0.0384129,2.57827,-1.79167,532.826,186.225,500.425,185.889,499.839,165.907,534.279,166.702,0.140631
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1325.png,-7.78875,-1.46102,4.55181,1.17641,1.189,-1.01681,195.315,472.903,169.462,469.58,176.782,428.59,200.98,434.568,0.0655721,0.0886218,-9.68935,5.41259,-0.0144827,2.58477,-1.78208,531.403,186,499.289,186,498.077,166.258,532.57,166.447,0.129638
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1326.png,-7.89137,-1.33799,4.59207,1.18439,1.18653,-1.01931,194.343,478.081,168.745,475.578,175.214,434.471,199.486,440.18,0.0662831,-0.134649,-9.65657,5.39197,0.00921943,-2.56536,1.78525,523.802,185.782,491.197,186.545,490.44,166.801,524.479,165.76,0.149614
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1327.png,-7.93596,-1.3078,4.60917,1.18539,1.18103,-1.01748,193.993,479.436,168.514,476.81,174.951,436.254,198.847,441.614,0.0822892,-0.231176,-9.62844,5.37697,-0.0463905,-2.56419,1.78618,521,185.708,488.242,186.803,486.773,167.057,521,165.65,0.170583
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1328.png,-8.01537,-1.20184,4.64124,1.20104,1.16414,-1.0287,193.316,483.888,167.991,481.655,173.883,441.204,197.597,446.336,0.103844,-0.425809,-9.65157,5.3933,-0.0674029,-2.5563,1.78157,514,185.658,481.307,187.286,480.103,167.682,514,165.577,0.16521
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1329.png,-8.09101,-1.25028,4.68254,1.19477,1.16693,-1.0279,193.241,482.211,168.185,479.873,174.038,439.953,197.66,444.854,0.0669534,-0.433209,-9.59511,5.36104,-0.0404101,-2.53959,1.79895,514,185.658,481.236,187.289,479.488,167.747,514,165.563,0.167308
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1330.png,-8.16152,-1.30414,4.72203,1.19089,1.17822,-1.0241,193.268,480.468,168.417,477.896,174.24,438.383,197.683,443.387,0.0980235,-0.437138,-9.55601,5.34248,0.0688297,3.11513,0.351051,513.207,185.748,481.161,187.173,479.234,167.763,513.784,165.577,0.099222
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1331.png,-8.18572,-1.29296,4.72846,1.20234,1.16236,-1.01814,192.64,480.692,168.331,478.546,174.085,438.968,197.454,444.233,0.0898743,-0.518023,-9.62807,5.38094,-0.0786881,-2.55082,1.77774,511,185.638,478.309,187.616,476.563,167.941,511,165.641,0.151293
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1332.png,-8.24775,-1.39099,4.76658,1.18853,1.1731,-1.00653,192.822,477.326,168.618,474.58,174.89,435.703,197.801,440.864,0.0833235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1333.png,-8.32253,-1.41283,4.80543,1.18714,1.17449,-0.998012,192.617,476.805,168.656,473.992,174.876,435.727,197.631,440.532,0.0819646,-0.521725,-9.51233,5.31672,-0.05129,-2.53301,1.79697,510.975,185.654,478.159,187.485,476.076,167.974,510.434,165.679,0.134746
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1334.png,-8.4461,-1.44194,4.87185,1.18552,1.1796,-1.01331,192.429,476.132,168.657,473.579,174.91,435.304,197.365,440.528,0.0668779,-0.577585,-9.54277,5.33432,-0.0714549,-2.53725,1.78668,509,185.635,476.288,187.745,474.288,168.036,509,165.734,0.135429
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1335.png,-8.48264,-1.4793,4.89032,1.18147,1.17989,-1.00238,192.327,474.758,168.772,472.474,175.116,434.352,197.377,439.53,0.0914062,-0.604931,-9.54388,5.33642,-0.0583697,-2.54318,1.77925,508,185.642,475.355,187.857,473.128,168.111,508,165.782,0.108712
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1336.png,-8.56813,-1.46686,4.93207,1.19034,1.17228,-1.01132,191.854,475.83,168.638,472.939,174.854,435.639,196.836,440.577,0.075962,-0.702815,-9.61261,5.37917,-0.0979193,-2.54867,1.75949,504.942,185.662,472.322,188.213,469.84,168.564,503.712,166.197,0.0867409
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1337.png,-8.64725,-1.50627,4.97401,1.18589,1.17916,-0.999333,191.704,474.69,168.747,471.718,174.964,434.787,196.824,439.642,0.0646892,-0.730968,-9.57398,5.35733,-0.0998126,-2.5369,1.77225,503.378,185.762,471.094,188.233,468.753,168.652,502.851,166.311,0.10606
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1338.png,-8.66755,-1.48957,4.97833,1.18547,1.17182,-0.994642,191.457,475.06,168.668,472.56,174.698,435.695,196.462,440.5,0.0829221,-0.812445,-9.54193,5.34091,-0.109327,-2.51619,1.79751,500.982,185.736,468.323,188.629,465.791,168.926,499.663,166.452,0.131696
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1339.png,-8.821,-1.48585,5.05828,1.2007,1.16036,-1.00473,191.251,475.92,168.523,473.494,174.447,436.857,195.913,441.602,0.0698672,-0.910713,-9.60648,5.38169,-0.117464,-2.53078,1.7619,497.573,185.853,465.239,189.052,462.569,169.544,496.753,166.37,0.180273
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1340.png,-8.84278,-1.5042,5.06745,1.19423,1.17041,-0.998221,190.91,475.396,168.581,472.597,174.582,436.587,195.794,441.276,0.0965374,-0.953745,-9.61198,5.38819,-0.116265,-2.52645,1.76826,496.242,185.929,463.927,189.282,460.981,169.757,495.352,166.417,0.130499
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1341.png,-8.88288,-1.55778,5.08998,1.19123,1.17318,-1.00603,190.878,473.616,168.786,470.66,174.84,434.944,196.02,439.625,0.057493,-0.958101,-9.54721,5.35087,-0.156133,-2.51679,1.78013,495.996,185.94,463.33,189.281,460.877,169.857,494.66,166.418,0.125243
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1342.png,-8.98863,-1.55721,5.14482,1.19305,1.17166,-1.00477,190.54,473.963,168.661,471.468,174.63,435.79,195.641,440.545,0.0745068,-1.03866,-9.56116,5.36246,-0.12337,-2.50415,1.78765,493.316,186.005,460.88,189.584,457.921,170.104,491.781,166.556,0.136348
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1343.png,-9.06695,-1.54827,5.18133,1.17648,1.17524,-0.992968,190.413,474.764,168.555,471.876,174.429,436.552,195.136,441.347,0.0823518,-1.1138,-9.52227,5.34333,-0.140917,-2.50947,1.7784,490.52,186.444,458.256,189.892,455.103,170.773,488.982,166.582,0.166866
/hri/localdisk/ThesisProject/Kaushik/Kaushik/Testing_Sample_Script/06032020-151329/Training_Data/1344.png,-9.08917,-1.54811,5.18936,1.18351,1.16683,-0.987544,190.289,474.645,168.559,472.076,174.282,436.972,194.798,441.445,0.0578779,-1.19255,-9.64081,5.41499,-0.134417,-2.52486,1.74338,488.294,186.495,456.121,190.198,452.867,170.96,486.836,166.913,0.1242
